participant,age,gender,exclude,IAT_condition,attribute_condition,IAT_D1,SCIAT_D1,mean_rating,IAT_mean_RT,IAT_perc_acc,IAT_exclude_based_on_fast_trials,SCIAT_mean_RT,SCIAT_perc_acc,SCIAT_exclude_based_on_fast_trials
448934224,35,male,FALSE,Insects-Chinese IAT,nonword attributes,0.12,-0.156,5.17,651,63.33,FALSE,606,77.33,FALSE
450934173,56,female,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.051,-0.332,4,814,99.17,FALSE,801,99.33,FALSE
451226462,44,female,FALSE,Insects-Chinese IAT,opposite valenced attributes,-0.132,0.089,4,623,98.33,FALSE,574,97.33,FALSE
453471987,22,female,FALSE,Flowers-Chinese IAT,nonword attributes,-0.308,0.024,3.33,704,97.5,FALSE,578,94.67,FALSE
456906813,61,female,FALSE,Insects-Chinese IAT,opposite valenced attributes,-1.11,-0.225,5,997,98.33,FALSE,709,96,FALSE
458394225,30,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-1.191,-0.143,3,719,90,FALSE,528,91.33,FALSE
465278397,39,female,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.771,-0.156,4,678,88.33,FALSE,532,96,FALSE
465447577,36,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.59,0.028,4,775,92.5,FALSE,664,97.33,FALSE
468319652,46,female,FALSE,Flowers-Chinese IAT,nonword attributes,-0.197,-0.203,5,710,98.33,FALSE,625,98,FALSE
468885490,20,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.562,-0.428,3.83,882,90.83,FALSE,686,95.3,FALSE
471670683,25,male,FALSE,Flowers-Chinese IAT,nonword attributes,-0.422,0.121,5.17,882,74.17,FALSE,618,93.33,FALSE
472925650,51,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.763,-0.191,4.5,752,93.33,FALSE,654,96,FALSE
473963080,40,female,FALSE,Insects-Chinese IAT,nonword attributes,-0.03,0.042,4.33,1047,99.17,FALSE,769,98,FALSE
477427171,29,non-binary,FALSE,Flowers-Chinese IAT,nonword attributes,0.504,-0.191,3.5,826,83.33,FALSE,666,88.67,FALSE
478667357,27,female,FALSE,Insects-Chinese IAT,opposite valenced attributes,-0.232,-0.225,4,635,94.17,FALSE,540,97.33,FALSE
479158279,27,female,FALSE,Insects-Chinese IAT,nonword attributes,-0.333,0.127,5.83,525,94.17,FALSE,511,95.33,FALSE
479940788,48,female,FALSE,Flowers-Chinese IAT,nonword attributes,0.007,0.115,3.67,618,98.33,FALSE,592,97.33,FALSE
481009868,39,female,FALSE,Flowers-Chinese IAT,nonword attributes,0.636,0.208,4.83,702,98.33,FALSE,669,99.33,FALSE
482098987,18,female,FALSE,Flowers-Chinese IAT,nonword attributes,0.008,-0.188,4,589,76.67,FALSE,501,72,FALSE
482753556,32,male,FALSE,Flowers-Chinese IAT,nonword attributes,0.104,0.268,4.5,1032,90,FALSE,941,94.67,FALSE
482885164,30,male,FALSE,Flowers-Chinese IAT,nonword attributes,-0.898,0.124,4.33,829,95,FALSE,586,97.33,FALSE
484222275,44,female,FALSE,Flowers-Chinese IAT,nonword attributes,0.267,-0.04,4.5,658,98.33,FALSE,661,98,FALSE
484849085,59,male,FALSE,Insects-Chinese IAT,opposite valenced attributes,-0.639,0.229,2.83,936,95,FALSE,845,99.33,FALSE
489576464,23,female,FALSE,Insects-Chinese IAT,nonword attributes,-0.118,-0.346,4.17,672,71.67,FALSE,572,90.6,FALSE
490468814,62,male,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.201,0.265,4,834,95,FALSE,657,97.33,FALSE
495567247,32,female,FALSE,Insects-Chinese IAT,nonword attributes,0.522,0.353,3.5,642,90,FALSE,551,94,FALSE
496857294,43,female,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.069,0.368,4,604,87.5,FALSE,554,92.67,FALSE
497420578,20,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.01,0.255,3.17,809,98.33,FALSE,698,96,FALSE
502451434,20,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.246,0.423,4,910,95,FALSE,652,96.67,FALSE
504419850,38,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.441,0.333,4.17,646,100,FALSE,513,98.67,FALSE
514898151,23,male,FALSE,Insects-Chinese IAT,nonword attributes,0.834,0.078,4.17,820,97.5,FALSE,659,96.67,FALSE
515426494,33,female,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.357,0.173,4,596,98.33,FALSE,490,99.33,FALSE
517302830,39,female,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.361,0.009,3.83,936,96.67,FALSE,770,97.33,FALSE
517915181,24,male,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.121,0.359,5.33,638,97.5,FALSE,630,96.67,FALSE
518549833,28,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.888,0.209,4,861,98.33,FALSE,634,95.33,FALSE
522140692,25,fema,FALSE,Flowers-Chinese IAT,nonword attributes,-0.204,-0.239,4.33,529,90.83,FALSE,492,93.33,FALSE
523310274,35,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.216,-0.276,4.33,672,98.33,FALSE,577,100,FALSE
523747025,47,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.171,-0.31,3.67,1234,100,FALSE,1127,96,FALSE
524503518,62,female,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.167,0.029,4.17,681,91.67,FALSE,605,94.67,FALSE
526525539,38,male,FALSE,Flowers-Chinese IAT,nonword attributes,-0.292,-0.21,4.17,705,95.83,FALSE,633,96,FALSE
527880855,31,female,FALSE,Insects-Chinese IAT,nonword attributes,-0.058,-0.07,5.33,936,65.83,FALSE,622,96.67,FALSE
529664560,20,female,FALSE,Insects-Chinese IAT,nonword attributes,0.868,-0.369,4,789,90.83,FALSE,666,88.67,FALSE
531839360,18,male,FALSE,Insects-Chinese IAT,nonword attributes,0.257,0.266,3.67,696,62.5,FALSE,628,88,FALSE
533412753,37,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.804,-0.001,4.17,819,99.17,FALSE,698,99.33,FALSE
533795637,20,male,FALSE,Insects-Chinese IAT,opposite valenced attributes,-0.229,-0.287,5,662,90,FALSE,622,75.33,FALSE
541651569,29,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.769,0.003,2.17,622,86.67,FALSE,573,91.33,FALSE
541802650,22,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.391,-0.35,4,562,88.33,FALSE,536,90.67,FALSE
542375977,38,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,0.487,-0.233,5,646,98.33,FALSE,595,94.67,FALSE
543481314,42,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.713,0.03,3.5,834,98.33,FALSE,809,98,FALSE
543909444,56,female,FALSE,Flowers-Chinese IAT,nonword attributes,0.924,-0.246,2.67,784,97.5,FALSE,697,98.67,FALSE
546653795,56,female,FALSE,Flowers-Chinese IAT,nonword attributes,-0.172,0.055,2.83,902,75.83,FALSE,565,98,FALSE
547550043,45,female,FALSE,Flowers-Chinese IAT,nonword attributes,-0.314,0.013,4.5,718,96.67,FALSE,700,96.67,FALSE
551028447,22,male,FALSE,Insects-Chinese IAT,nonword attributes,0.016,0.187,4.5,634,96.67,FALSE,557,94,FALSE
551193606,47,male,FALSE,Insects-Chinese IAT,opposite valenced attributes,-0.802,0.241,4,777,99.17,FALSE,655,100,FALSE
551730866,19,?,FALSE,Flowers-Chinese IAT,opposite valenced attributes,0.017,0.007,4.67,712,97.5,FALSE,574,99.33,FALSE
559423296,18,male,FALSE,Insects-Chinese IAT,nonword attributes,-0.639,-0.464,4.17,1284,98.33,FALSE,732,95.33,FALSE
560438464,35,female,FALSE,Insects-Chinese IAT,nonword attributes,-0.413,-0.351,5,862,88.33,FALSE,632,95.33,FALSE
562843065,49,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.556,0.227,2.17,828,95.83,FALSE,647,96.64,FALSE
566541458,37,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.889,0.026,3,756,89.17,FALSE,587,92.67,FALSE
569894552,37,female,FALSE,Insects-Chinese IAT,nonword attributes,0.293,0.323,6,761,95.83,FALSE,632,93.33,FALSE
572302195,40,female,FALSE,Flowers-Chinese IAT,nonword attributes,-0.028,0.273,4,744,99.17,FALSE,637,99.33,FALSE
577237976,35,male,FALSE,Insects-Chinese IAT,nonword attributes,-0.2,-0.541,4.67,1512,72.27,FALSE,748,94,FALSE
579117109,31,female,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.374,-0.2,4,575,87.5,FALSE,493,90.67,FALSE
579550038,59,male,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.146,0.28,4.33,1024,96.67,FALSE,757,99.33,FALSE
585098696,35,male,FALSE,Insects-Chinese IAT,nonword attributes,-0.802,0.242,4,729,95.83,FALSE,701,98,FALSE
590564661,24,male,FALSE,Insects-Chinese IAT,opposite valenced attributes,-0.191,0.063,5,665,87.5,FALSE,547,90.67,FALSE
591363746,28,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-1.049,-0.353,3,794,90,FALSE,632,95.33,FALSE
592690364,42,male,FALSE,Flowers-Chinese IAT,nonword attributes,0.618,-0.461,4,727,89.17,FALSE,620,84,FALSE
601463788,20,female,FALSE,Flowers-Chinese IAT,nonword attributes,0.491,-0.097,5,721,98.33,FALSE,667,97.33,FALSE
606528807,30,male,FALSE,Insects-Chinese IAT,nonword attributes,-0.54,-0.369,3.17,845,70,FALSE,680,85.33,FALSE
607435816,35,female,FALSE,Insects-Chinese IAT,nonword attributes,-0.123,0.162,4.67,871,70.83,FALSE,686,95.33,FALSE
613422227,40,male,FALSE,Flowers-Chinese IAT,nonword attributes,-0.361,0.24,4,1130,95,FALSE,712,100,FALSE
614151680,24,male,FALSE,Insects-Chinese IAT,nonword attributes,-0.404,0.111,3.83,1309,81.67,FALSE,713,92.67,FALSE
615552867,48,female,FALSE,Flowers-Chinese IAT,nonword attributes,-0.322,0.289,4.67,767,98.33,FALSE,632,98,FALSE
615871982,61,male,FALSE,Insects-Chinese IAT,opposite valenced attributes,-0.032,0.15,4,999,98.33,FALSE,828,99.33,FALSE
616685045,23,female,FALSE,Insects-Chinese IAT,opposite valenced attributes,-0.912,0.04,4.67,898,94.17,FALSE,596,93.33,FALSE
618528746,33,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.5,0.366,4,1114,95.83,FALSE,1067,99.33,FALSE
621239048,29,female,FALSE,Insects-Chinese IAT,nonword attributes,-0.539,0.377,4.5,611,95,FALSE,512,96,FALSE
623681703,40,male,FALSE,Insects-Chinese IAT,nonword attributes,-0.684,-0.165,3.83,599,77.5,FALSE,469,85.33,FALSE
624404002,24,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.298,-0.579,4,827,94.17,FALSE,692,96,FALSE
626216047,60,female,FALSE,Insects-Chinese IAT,nonword attributes,-0.362,-0.19,5.17,1009,92.5,FALSE,757,97.33,FALSE
630736384,37,male,FALSE,Insects-Chinese IAT,nonword attributes,0.032,0.458,6,875,70.83,FALSE,677,94,FALSE
632942550,26,male,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.119,0.659,4.17,591,94.17,FALSE,500,98,FALSE
633449752,47,female,FALSE,Insects-Chinese IAT,nonword attributes,0.677,0.134,5.67,1268,80,FALSE,869,94.67,FALSE
635301861,27,female,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.262,0.258,4.5,787,98.33,FALSE,602,96,FALSE
636567037,41,female,FALSE,Insects-Chinese IAT,opposite valenced attributes,-0.041,0.108,3,809,95.83,FALSE,704,97.33,FALSE
642048723,29,male,FALSE,Flowers-Chinese IAT,nonword attributes,-0.162,-0.428,3.67,660,64.17,FALSE,556,95.33,FALSE
644389278,35,male,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.431,0.074,5,666,91.67,FALSE,631,89.33,FALSE
644663377,22,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,0.279,-0.062,4,688,97.5,FALSE,612,97.33,FALSE
644806296,44,female,FALSE,Insects-Chinese IAT,nonword attributes,-0.046,-0.261,4.67,779,75,FALSE,559,94,FALSE
647628510,26,male,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.657,0.731,6,780,87.5,FALSE,743,92.67,FALSE
660516044,41,male,FALSE,Flowers-Chinese IAT,nonword attributes,0.072,-0.164,3.67,855,85,FALSE,745,95.33,FALSE
669407335,26,female,FALSE,Insects-Chinese IAT,nonword attributes,0.568,-0.155,3.5,839,89.17,FALSE,621,96,FALSE
669618107,46,female,FALSE,Flowers-Chinese IAT,nonword attributes,0.287,0.575,5.17,931,61.67,FALSE,812,88.67,FALSE
670498938,22,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.958,-0.336,2,1033,90,FALSE,745,86,FALSE
671504088,36,male,FALSE,Insects-Chinese IAT,nonword attributes,-1.128,0.829,5,593,100,FALSE,540,100,FALSE
677285459,27,female,FALSE,Flowers-Chinese IAT,nonword attributes,-0.018,-0.467,4,686,95.83,FALSE,581,95.33,FALSE
679857375,19,male,FALSE,Insects-Chinese IAT,nonword attributes,-0.741,-0.271,3.83,828,98.33,FALSE,759,91.28,FALSE
684833203,35,female,FALSE,Flowers-Chinese IAT,nonword attributes,0.552,0.063,4,1140,96.67,FALSE,1071,99.33,FALSE
685471739,41,male,FALSE,Flowers-Chinese IAT,nonword attributes,-0.342,0.158,5.5,644,92.5,FALSE,580,96.67,FALSE
688979720,27,female,FALSE,Insects-Chinese IAT,nonword attributes,0.235,0.182,4.17,732,95,FALSE,662,89.33,FALSE
691309025,50,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.212,-0.067,4,644,98.33,FALSE,533,98.67,FALSE
691717545,34,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.03,-0.114,5,685,93.33,FALSE,830,92.67,FALSE
691942012,20,female,FALSE,Flowers-Chinese IAT,nonword attributes,0.57,0.417,2.83,713,85.83,FALSE,563,87.33,FALSE
694460612,53,female,FALSE,Flowers-Chinese IAT,nonword attributes,-0.989,-0.192,4.5,1021,95.83,FALSE,879,97.33,FALSE
694480330,20,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,0.491,0.536,4.5,531,97.5,FALSE,519,90,FALSE
694609859,40,female,FALSE,Flowers-Chinese IAT,nonword attributes,0.964,0.505,3.17,704,94.17,FALSE,655,96.67,FALSE
695578636,37,male,FALSE,Flowers-Chinese IAT,nonword attributes,0.182,0.063,4.17,781,96.67,FALSE,659,97.33,FALSE
700234249,50,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.884,-0.127,5,841,99.17,FALSE,666,99.33,FALSE
701937599,25,female,FALSE,Insects-Chinese IAT,nonword attributes,0.389,-0.255,5.33,664,91.67,FALSE,587,91.33,FALSE
702058078,35,male,FALSE,Insects-Chinese IAT,opposite valenced attributes,-0.112,0.211,5.33,690,99.17,FALSE,607,99.33,FALSE
703155621,54,male,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.79,-0.171,4.17,681,99.17,FALSE,653,99.33,FALSE
704590604,32,male,FALSE,Flowers-Chinese IAT,nonword attributes,-0.497,-0.363,4,1076,99.17,FALSE,824,99.33,FALSE
706798925,21,male,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.007,-0.352,3.67,706,95,FALSE,590,92.67,FALSE
707571635,32,male,FALSE,Flowers-Chinese IAT,nonword attributes,0.166,-0.134,3.5,611,91.67,FALSE,564,88,FALSE
707964807,40,female,FALSE,Insects-Chinese IAT,nonword attributes,0.317,0.427,4.67,700,94.17,FALSE,761,93.33,FALSE
708178987,28,male,FALSE,Flowers-Chinese IAT,nonword attributes,0.8,-0.151,5,1161,96.67,FALSE,890,94.67,FALSE
709582116,25,female,FALSE,Flowers-Chinese IAT,nonword attributes,0.534,-0.415,3.5,744,93.33,FALSE,683,92.67,FALSE
714822016,31,male,FALSE,Insects-Chinese IAT,nonword attributes,0.8,0.235,4,726,99.17,FALSE,788,100,FALSE
715033986,61,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.587,-0.236,4.33,951,94.17,FALSE,773,97.33,FALSE
715419738,39,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.205,0.004,4,643,97.5,FALSE,593,94,FALSE
718005884,40,female,FALSE,Flowers-Chinese IAT,nonword attributes,-0.102,0.273,5.83,1011,68.33,FALSE,890,89.33,FALSE
721042769,39,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.644,-0.568,4.33,809,94.17,FALSE,658,97.33,FALSE
725425384,24,female,FALSE,Insects-Chinese IAT,nonword attributes,0.413,-0.043,4,571,84.17,FALSE,499,93.33,FALSE
725468450,52,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.544,-0.07,4.83,745,96.67,FALSE,706,99.33,FALSE
725877605,40,female,FALSE,Insects-Chinese IAT,opposite valenced attributes,-0.165,0.029,4,818,95,FALSE,612,100,FALSE
727239248,30,female,FALSE,Insects-Chinese IAT,nonword attributes,0.06,0.101,5,629,92.5,FALSE,596,93.33,FALSE
728814047,20,male,FALSE,Insects-Chinese IAT,nonword attributes,0.417,0.46,3,914,94.17,FALSE,773,96.67,FALSE
729902005,59,male,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.612,-0.085,5,852,94.17,FALSE,783,98.67,FALSE
730428237,20,transman,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.101,0.167,4,755,92.5,FALSE,656,96,FALSE
730554816,50,male,FALSE,Insects-Chinese IAT,nonword attributes,1.058,-0.131,4,1021,99.17,FALSE,802,100,FALSE
734488070,46,male,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.329,-0.175,4.17,790,94.17,FALSE,662,88,FALSE
735126513,18,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.947,-0.235,4,907,81.67,FALSE,700,89.33,FALSE
742786880,55,female,FALSE,Insects-Chinese IAT,nonword attributes,-0.78,0.188,4.17,844,94.17,FALSE,704,97.33,FALSE
745096864,35,male,FALSE,Insects-Chinese IAT,nonword attributes,0.335,0.175,2.83,613,85,FALSE,538,90.67,FALSE
746058549,32,female,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.684,0.229,3.83,682,91.67,FALSE,576,90,FALSE
749044991,36,male,FALSE,Insects-Chinese IAT,nonword attributes,0.379,0.376,4,816,95,FALSE,709,98,FALSE
752563947,48,male,FALSE,Flowers-Chinese IAT,nonword attributes,-0.385,0.265,4.5,793,96.67,FALSE,566,98,FALSE
753700650,30,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.647,0.379,2.67,698,81.67,FALSE,594,85.33,FALSE
754734528,29,male,FALSE,Insects-Chinese IAT,nonword attributes,-0.536,-0.401,4.17,810,98.33,FALSE,701,93.33,FALSE
756891267,22,male,FALSE,Flowers-Chinese IAT,nonword attributes,0.126,0.287,4,780,97.5,FALSE,568,90,FALSE
757846188,37,male,FALSE,Flowers-Chinese IAT,nonword attributes,-0.302,-0.251,4.17,782,91.67,FALSE,658,98,FALSE
760275033,26,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,0.07,-0.126,3.67,632,97.5,FALSE,540,95.33,FALSE
762374169,28,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,0.044,0.153,5.17,797,80.83,FALSE,679,90,FALSE
763772299,47,male,FALSE,Flowers-Chinese IAT,nonword attributes,-0.028,0.082,3.83,797,86.67,FALSE,739,91.33,FALSE
767108610,18,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.63,0.115,4.33,591,81.67,FALSE,708,79.33,FALSE
767894022,30,female,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.416,0.153,4.5,697,87.5,FALSE,546,92,FALSE
768274064,31,male,FALSE,Insects-Chinese IAT,nonword attributes,0.481,0.117,4.5,1198,95,FALSE,1052,98,FALSE
774756519,24,male,FALSE,Insects-Chinese IAT,nonword attributes,0.061,0.019,4.33,886,100,FALSE,613,98,FALSE
783363592,38,female,FALSE,Insects-Chinese IAT,nonword attributes,-0.815,-0.227,5.33,815,96.67,FALSE,690,100,FALSE
785188201,43,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.033,0.07,5,874,96.67,FALSE,761,98.67,FALSE
788155268,24,female,FALSE,Flowers-Chinese IAT,nonword attributes,0.951,-0.066,4,645,94.17,FALSE,491,96.67,FALSE
788685024,27,female,FALSE,Insects-Chinese IAT,nonword attributes,-0.681,0.16,4,715,96.67,FALSE,644,96,FALSE
797617799,23,male,FALSE,Insects-Chinese IAT,nonword attributes,0.038,-0.504,4,793,86.67,FALSE,569,95.33,FALSE
801768472,19,female,FALSE,Insects-Chinese IAT,nonword attributes,0.188,0.167,5,691,95.83,FALSE,626,98.67,FALSE
806734465,32,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.513,0.052,4,765,100,FALSE,663,98.67,FALSE
811742708,50,female,FALSE,Flowers-Chinese IAT,nonword attributes,-0.229,-0.021,4.5,846,96.67,FALSE,821,95.33,FALSE
812131722,39,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.852,-0.142,4.17,631,89.17,FALSE,522,88.67,FALSE
814662917,19,male,FALSE,Insects-Chinese IAT,opposite valenced attributes,-0.336,0.215,4.83,641,93.33,FALSE,651,85.91,FALSE
819728517,23,male,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.238,-0.129,4,701,76.67,FALSE,610,77.33,FALSE
823457465,36,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-1.155,0.22,4,759,96.67,FALSE,584,98,FALSE
825996593,44,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.643,0.033,7,728,97.5,FALSE,616,96.67,FALSE
826046241,38,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.921,-0.55,4.83,807,97.5,FALSE,699,97.99,FALSE
828773961,22,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,0.097,-0.26,3.83,631,92.5,FALSE,569,86.67,FALSE
830127504,32,female,FALSE,Insects-Chinese IAT,nonword attributes,0.31,0.139,4.17,670,97.5,FALSE,708,97.33,FALSE
835904856,38,male,FALSE,Insects-Chinese IAT,nonword attributes,-0.535,0,4.17,1099,83.33,FALSE,660,96,FALSE
845682168,35,male,FALSE,Insects-Chinese IAT,nonword attributes,0.006,-0.01,4.33,704,85.83,FALSE,530,98,FALSE
849446379,35,female,FALSE,Flowers-Chinese IAT,nonword attributes,0.351,-0.397,4,628,94.17,FALSE,660,93.33,FALSE
850106527,22,male,FALSE,Insects-Chinese IAT,nonword attributes,-0.092,0.338,4,764,90.83,FALSE,670,94,FALSE
857074387,46,female,FALSE,Flowers-Chinese IAT,nonword attributes,-0.483,0.096,5.5,819,100,FALSE,782,98.67,FALSE
858621994,33,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.534,0.108,4,630,98.33,FALSE,569,97.33,FALSE
858855465,30,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.924,0.146,4,706,91.67,FALSE,660,95.33,FALSE
859520229,45,female,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.522,0.092,4.17,671,89.17,FALSE,659,87.33,FALSE
861410275,22,female,FALSE,Flowers-Chinese IAT,nonword attributes,0.393,0.099,3.5,599,95.83,FALSE,555,94,FALSE
863032613,23,male,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.465,-0.297,4.17,718,87.5,FALSE,656,89.33,FALSE
867053422,44,male,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.54,0.113,5.33,689,95.83,FALSE,616,95.33,FALSE
876577056,18,male,FALSE,Insects-Chinese IAT,nonword attributes,0.43,0.774,4,738,86.67,FALSE,690,86,FALSE
879961653,34,male,FALSE,Insects-Chinese IAT,opposite valenced attributes,-0.201,-0.264,4,590,100,FALSE,552,98.67,FALSE
886253285,50,female,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.553,0.237,4,878,94.07,FALSE,552,96.67,FALSE
890476473,38,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.786,0.373,6,692,94.17,FALSE,673,98,FALSE
892544151,34,female,FALSE,Insects-Chinese IAT,nonword attributes,0.207,0.013,4.17,546,88.33,FALSE,543,92.67,FALSE
892731811,19,male,FALSE,Flowers-Chinese IAT,nonword attributes,-1.185,-0.003,4.33,792,86.67,FALSE,594,89.33,FALSE
892976592,19,male,FALSE,Insects-Chinese IAT,nonword attributes,-0.718,0.369,4.83,747,89.17,FALSE,647,88,FALSE
895312272,29,male,FALSE,Insects-Chinese IAT,nonword attributes,-0.295,0.199,4,597,90.83,FALSE,610,93.33,FALSE
897527546,29,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,0.031,-0.122,3.5,699,94.17,FALSE,579,92,FALSE
897821012,47,female,FALSE,Flowers-Chinese IAT,nonword attributes,0.709,-0.22,4.5,774,70.83,FALSE,750,90,FALSE
903479872,29,female,FALSE,Insects-Chinese IAT,nonword attributes,0.08,0.064,4.17,790,67.5,FALSE,769,96,FALSE
903901200,29,male,FALSE,Insects-Chinese IAT,nonword attributes,0.87,-0.12,3.67,863,85,FALSE,706,94,FALSE
903926114,25,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-1.378,-0.45,4,798,91.67,FALSE,636,96.67,FALSE
907740815,45,male,FALSE,Insects-Chinese IAT,nonword attributes,0.02,0,4,949,94.17,FALSE,855,99.33,FALSE
911206753,38,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.25,0.424,4.17,884,98.33,FALSE,619,94,FALSE
913432431,23,male,FALSE,Insects-Chinese IAT,nonword attributes,-0.072,-0.207,4,822,61.67,FALSE,706,86.67,FALSE
914713505,42,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.718,-0.507,4.67,672,99.17,FALSE,571,100,FALSE
915667729,21,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.247,0.163,4.17,653,94.17,FALSE,576,95.33,FALSE
918057199,18,male,FALSE,Insects-Chinese IAT,nonword attributes,-0.194,0.126,2,1043,71.67,FALSE,704,96.67,FALSE
925748901,33,female,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.194,-0.038,4.33,933,95.83,FALSE,692,96,FALSE
927839463,36,female,FALSE,Insects-Chinese IAT,nonword attributes,-0.139,-0.262,4.33,679,95,FALSE,592,96,FALSE
933011081,50,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.644,-0.329,4,832,97.5,FALSE,697,98,FALSE
933100441,57,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-1.082,-0.441,4.5,949,94.17,FALSE,717,96.67,FALSE
935950781,22,female,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.197,0.288,4,691,93.33,FALSE,630,94,FALSE
940335659,59,female,FALSE,Flowers-Chinese IAT,nonword attributes,0.249,0.283,4,1186,69.17,FALSE,870,98,FALSE
941074849,45,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.942,0.261,4.83,877,85.83,FALSE,716,93.33,FALSE
942989520,50,female,FALSE,Insects-Chinese IAT,nonword attributes,0.36,0.444,6,1064,72.5,FALSE,1364,96.67,FALSE
943062126,37,female,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.184,0.202,5,870,95.83,FALSE,642,96.67,FALSE
947274843,27,female,FALSE,Flowers-Chinese IAT,nonword attributes,0.111,-0.138,5,871,97.5,FALSE,590,100,FALSE
956597138,35,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.392,0.149,4,789,98.33,FALSE,680,94.67,FALSE
