participant,trial_n,recip_rt_sciat_block_2,accuracy,rt,age,gender,exclude,IAT_condition,attribute_condition,recip_rt_sciat_block_1
5034407,52,2.0876826722338206,1,379,58,female,FALSE,Insects,nonword attributes,2.638522427440633
5034407,53,2.044989775051125,1,675,58,female,FALSE,Insects,nonword attributes,1.4814814814814814
5034407,54,1.721170395869191,1,547,58,female,FALSE,Insects,nonword attributes,1.8281535648994516
5034407,55,1.9083969465648856,1,515,58,female,FALSE,Insects,nonword attributes,1.941747572815534
5034407,56,1.845018450184502,1,572,58,female,FALSE,Insects,nonword attributes,1.7482517482517483
5034407,57,1.9455252918287937,1,543,58,female,FALSE,Insects,nonword attributes,1.8416206261510129
5034407,58,2.1691973969631237,1,585,58,female,FALSE,Insects,nonword attributes,1.7094017094017093
5034407,59,1.9267822736030829,1,606,58,female,FALSE,Insects,nonword attributes,1.6501650165016502
5034407,60,0.9823182711198428,1,580,58,female,FALSE,Insects,nonword attributes,1.7241379310344827
5034407,61,1.8281535648994516,1,756,58,female,FALSE,Insects,nonword attributes,1.3227513227513228
5034407,62,1.8281535648994516,1,598,58,female,FALSE,Insects,nonword attributes,1.6722408026755853
5034407,63,1.3368983957219251,1,466,58,female,FALSE,Insects,nonword attributes,2.1459227467811157
5034407,64,2.1459227467811157,1,520,58,female,FALSE,Insects,nonword attributes,1.9230769230769231
5034407,65,1.4534883720930232,1,773,58,female,FALSE,Insects,nonword attributes,1.2936610608020698
5034407,66,2.3696682464454977,1,468,58,female,FALSE,Insects,nonword attributes,2.1367521367521367
5034407,67,2.1367521367521367,1,673,58,female,FALSE,Insects,nonword attributes,1.485884101040119
5034407,68,2.5641025641025643,1,357,58,female,FALSE,Insects,nonword attributes,2.8011204481792715
5034407,69,1.9920318725099602,1,348,58,female,FALSE,Insects,nonword attributes,2.8735632183908044
5034407,70,2.1141649048625792,1,510,58,female,FALSE,Insects,nonword attributes,1.9607843137254901
8322462,1,0.5878894767783657,1,660,25,female,FALSE,Insects,opposite valenced attributes,1.5151515151515151
